265194,b4466,yghJ,4564
265195,b2975,yghK,1684
265196,b2976,glcB,2173
265197,b2977,glcG,406
265198,b4467,glcF,1225
265199,b4468,glcE,1054
265200,b2979,glcD,1501
265201,b2980,glcC,766
265202,b2981,yghO,1174
265203,b2982,insH,1018
265204,b2983,yghQ,1069
265205,b2984,yghR,760
265206,b2985,yghS,715
265207,b2986,yghT,694
269682,b3020,ygiS,1609
269683,b3021,ygiT,397
269684,b3022,ygiU,298
269685,b3023,ygiV,484
269686,b3024,ygiW,394
269687,b3025,qseB,661
269688,b3026,qseC,1351
269689,b3027,ygiZ,334
269690,b3028,mdaB,583
269691,b3029,ygiN,316
274322,b3214,gltF,766
274323,b3215,yhcA,676
274324,b3216,yhcD,2383
274325,b4569,yhcE,1746
274326,b3218,insH,1018
274327,b3219,yhcF,718
274328,b3220,yhcG,1129
274329,b3221,yhcH,466
274330,b3222,nanK,877
274331,b3223,nanE,691
278812,b3262,yhdJ,886
278813,b3263,yhdU,181
278814,b3264,envR,664
278815,b3265,acrE,1159
278816,b3266,acrF,3106
278817,b3267,yhdV,223
278818,b3268,yhdW,919
278819,b3269,yhdX,1183
278820,b3270,yhdY,1105
283324,b3955,yijP,1735
283325,b3954,yijO,853
283326,b3953,frwD,343
283327,b3952,pflC,880
283328,b3951,pflD,2299
283329,b3950,frwB,322
283330,b3949,frwC,1081
283331,b3947,ptsA,2503
287814,b3907,rhaT,1036
287815,b3906,rhaR,940
287816,b3905,rhaS,838
