287817,b3904,rhaB,1471
287818,b3903,rhaA,1261
287819,b3902,rhaD,826
287820,b3901,yiiL,316
287821,b3900,frvA,448
287822,b3899,frvB,1453
287823,b3898,frvX,1072
287824,b3897,frvR,1750
287825,b3896,yiiG,1057
292275,b3890,yiiF,220
292276,b3889,yiiE,220
292277,b3888,yiiD,991
292278,b3887,dtd,439
292279,b3886,rbn,874
292280,b3885,yihX,601
292281,b3884,yihW,787
292282,b3883,yihV,898
292283,b3882,yihU,898
292284,b3881,yihT,880
292285,b3880,yihS,1243
292286,b3879,yihR,928
292287,b3878,yihQ,2038
292288,b3877,yihP,1408
292289,b3876,yihO,1405
292290,b3875,ompL,694
292291,b3874,yihN,1267
292292,b3873,yihM,982
292293,b3872,yihL,712
296854,b3754,hsrA,1429
296855,b3753,rbsR,994
296856,b3752,rbsK,931
296857,b3751,rbsB,892
296858,b3750,rbsC,967
296859,b3749,rbsA,1507
296860,b3748,rbsD,421
296861,b3747,trkD,1870
296862,b3746,yieN,1498
296863,b3745,yieM,1453
296864,b3744,asnA,994
301360,b3698,yidB,400
301361,b3697,yidA,814
301362,b3696,yidX,658
301363,b4479,dgoR,691
301364,b3693,dgoK,880
301365,b4477,dgoA,619
301366,b4478,dgoD,1150
301367,b3691,dgoT,1294
301368,b3690,cbrA,1066
301369,b3689,yidR,1216
301370,b3688,yidQ,334
305817,b3685,yidE,1663
305818,b3684,yidP,718
305819,b3683,glvC,1108
305820,b3682,glvB,487
305821,b3681,glvG,640
305822,b4556,ysdC,178
305823,b3680,yidL,925
305824,b3679,yidK,1717
305825,b3678,yidJ,1495
305826,b3677,yidI,451
305827,b3676,yidH,349
305828,b3675,yidG,364
305829,b3674,yidF,499
310462,b3492,yhiN,1204
310463,b3491,yhiM,1054
310464,b3490,yhiL,1240
310465,b3489,yhiK,394
310466,b3488,yhiJ,1624
310467,b3487,yhiI,1069
310468,b3486,rbbA,2737
310469,b3485,yhhJ,1126
310470,b3484,yhhI,1138
310471,b4552,yrhC,247
310472,b3483,yhhH,385
310473,b3482,rhsB,4237
315060,b3338,chiA,2695
315061,b3337,bfd,196
315062,b3336,bfr,478
315063,b3335,gspO,679
315064,b3334,gspM,463
315065,b3333,gspL,1165
315066,b3332,gspK,985
315067,b3331,gspJ,589
315068,b3330,gspI,379
315069,b3329,gspH,511
315070,b3328,gspG,439
315071,b3327,gspF,1198
315072,b3326,gspE,1483
315073,b3325,gspD,1954
315074,b3324,gspC,817
315075,b3323,gspA,1471
315076,b3322,pioO,421
319584,b4026,yjbE,244
319585,b4027,yjbF,640
319586,b4028,yjbG,739
319587,b4029,yjbH,2098
319588,b4030,yjbA,412
319589,b4031,xylE,1477
319590,b4032,malG,892
319591,b4033,malF,1546
319592,b4034,malE,1192
319593,b4035,malK,1117
319594,b4036,lamB,1342
319595,b4037,malM,922
319596,b4038,yjbI,1330
324083,b4080,yjcP,1468
324084,b4081,yjcQ,2053
324085,b4082,yjcR,1033
324086,b4083,yjcS,1987
324087,unique to W3110,insH,982
324088,b4084,alsK,1030
324089,b4085,alsE,697
324090,b4086,alsC,982
324091,b4087,alsA,1534
324092,b4088,alsB,937
328539,b4487,yjdP,331
328540,b4092,phnP,760
328541,b4093,phnO,436
328542,b4094,phnN,559
328543,b4095,phnM,1138
328544,b4096,phnL,682
328545,b4097,phnK,760
328546,b4098,phnJ,847
328547,b4099,phnI,1066
328548,b4100,phnH,586
328549,b4101,phnG,454
328550,b4102,phnF,727
328551,b4103,phnE,370
328552,b4105,phnD,1018
328553,b4106,phnC,790
328554,b4107,phnB,445
328555,b4108,phnA,337
328556,b4109,yjdA,2230
328557,b4110,yjcZ,880
333075,b4181,yjfI,403
333076,b4182,yjfJ,700
333077,b4183,yjfK,661
333078,b4184,yjfL,400
333079,b4185,yjfM,640
333080,b4186,yjfC,1165
333081,b4187,aidB,1627
333082,b4188,yjfN,277
333083,b4189,yjfO,331
333084,b4190,yjfP,751
333085,b4191,ulaR,757
333086,b4192,ulaG,1066
333087,b4193,ulaA,1399
333088,b4194,ulaB,307
333089,b4195,ulaC,466
333090,b4196,ulaD,652
333091,b4197,ulaE,856
337606,b4271,intB,1192
337607,b4272,insC,412
337608,b4273,insD,907
337609,b4274,yjgW,337
337610,b4575,yjgX,1116
337611,b4277,yjgZ,331
337612,b4278,insG,1330
337613,b4279,yjhB,1219
337614,b4280,yjhC,1120
337615,b4281,yjhD,232
337616,b4282,yjhE,250
337617,b4283,insN,268
337618,b4284,insI,1153
337619,b4561,insM,370
337620,b4285,insO,598
337621,b4562,yjhW,244
337622,b4286,yjhV,415
342074,b4294,insA,277
342075,b4576,insB,505
342076,b4295,yjhU,988
342077,b4296,yjhF,1351
342078,b4297,yjhG,1969
342079,b4298,yjhH,907
342080,b4299,yjhI,790
342081,b4300,sgcR,784
342082,b4301,sgcE,634
342083,b4302,sgcA,433
342084,b4303,sgcQ,808
342085,b4304,sgcC,1315
342086,b4565,sgcB,280
342087,b4305,sgcX,1123
342088,b4306,yjhP,748
342089,b4307,yjhQ,547
342090,b4566,yjhX,259
342091,b4308,yjhR,1018
342092,b4309,yjhS,982
342093,b4310,yjhT,1108
342094,b4311,yjhA,718
342095,b4312,fimB,604
342096,b4313,fimE,598
342097,b4314,fimA,550
342098,b4315,fimI,541
342099,b4316,fimC,727
342100,b4317,fimD,2638
342101,b4318,fimF,532
342102,b4319,fimG,505
342103,b4320,fimH,904
342104,b4321,gntP,1345
342105,b4322,uxuA,1186
342106,b4323,uxuB,1462
342107,b4324,uxuR,775
342108,b4325,yjiC,832
342109,b4326,yjiD,394
342110,b4327,yjiE,913
342111,b4328,iadA,1174
342112,b4329,yjiG,463
342113,b4330,yjiH,685
342114,b4331,kptA,556
342115,b4332,yjiJ,1180
342116,b4333,yjiK,970
342117,b4334,yjiL,769
342118,b4335,yjiM,1153
342119,b4336,yjiN,1282
342120,b4337,yjiO,1234
342121,b4338,yjiP,313
342122,b4339,yjiQ,562
342123,b4340,yjiR,1414
342124,b4341,yjiS,166
342125,b4342,yjiT,1519
342126,b4486,yjiV,2722
342127,b4345,mcrC,1048
342128,b4346,mcrB,1381
342129,b4347,yjiW,400
342130,b4348,hsdS,1396
342131,b4349,hsdM,1591
342132,b4350,hsdR,3568
342133,b4351,mrr,916
342134,b4352,yjiA,958
342135,b4353,yjiX,205
342136,b4354,yjiY,2152
342137,b4355,tsr,1657
342138,b4356,yjiZ,1363
342139,b4357,yjjM,916
342140,b4358,yjjN,1024
342141,b4359,mdoB,2293
342142,b4360,yjjA,496
342249,b0061,araD,697
342250,b0062,araA,1504
342251,b0063,araB,1702
342252,b0064,araC,880
342253,b0065,yabI,766
342254,b0066,thiQ,700
342255,b0067,thiP,1612
342256,b0068,tbpA,985
342257,b0069,sgrR,1657
342258,b4577,sgrS,228
342259,b0070,setA,1180
347241,b0607,uspG,430
347242,b0608,ybdR,1240
347243,b0610,rnk,412
347244,b0611,rna,808
347245,b0612,citT,1465
347246,b0613,citG,880
347247,b0614,citX,553
347248,b0615,citF,1534
347249,b0616,citE,910
347250,b0617,citD,298
347251,b0618,citC,1060
347252,b0619,citA,1660
347253,b0620,citB,682
347254,b0621,dcuC,2586
347255,unique to W3110,insH,982
347256,b0622,crcA,562
347257,b0623,cspE,211
347258,b0624,crcB,385
347259,b0625,ybeH,229
347260,b0626,ybeM,565
352864,b1767,ansA,1018
352865,b1768,pncA,643
352866,b1769,ydjE,1360
352867,b1770,ydjF,760
352868,b1771,ydjG,982
352869,b1772,ydjH,949
352870,b1773,ydjI,838
352871,b1774,ydjJ,1045
352872,b1775,ydjK,1381
352873,b1776,ydjL,1078
352874,b1777,yeaC,274
352875,b1778,yeaA,415
357328,b1787,yeaK,505
357329,b1788,yoaI,106
357330,b1789,yeaL,448
357331,b1790,yeaM,823
357332,b1791,yeaN,1183
357333,b1792,yeaO,349
357334,b1793,yoaF,256
357335,b1794,yeaP,1027
357336,b1795,yeaQ,250
357337,b1796,yoaG,184
357338,b1797,yeaR,361
357339,b1798,yeaS,640
357340,b1799,yeaT,925
357341,b1800,yeaU,1087
357342,b1801,yeaV,1447
357343,b1802,yeaW,1126
357344,b1803,yeaX,967
362469,b2481,hyfA,619
362470,b2482,hyfB,2020
362471,b2483,hyfC,949
362472,b2484,hyfD,1441
362473,b2485,hyfE,652
362474,b2486,hyfF,1582
362475,b2487,hyfG,1669
362476,b2488,hyfH,547
362477,b2489,hyfI,760
362478,b2490,hyfJ,415
362479,b2491,hyfR,2014
362480,b2492,focB,850
371664,b2790,yqcA,451
371665,b2791,yqcB,784
371666,b2792,yqcC,331
371667,b4408,csrB,361
371668,b2793,syd,547
371669,b2794,yqcD,850
371670,b2795,ygdH,1366
371671,b2796,sdaC,1291
371672,b2797,sdaB,1369
371673,b2798,exo,847
371674,b2799,fucO,1153
371675,b2800,fucA,649
371676,b2801,fucP,1318
371677,b2802,fucI,1777
371678,b2803,fucK,1450
371679,b2804,fucU,424
371680,b2805,fucR,733
371681,b2806,ygdE,1102
371682,b2807,ygdD,397
371683,b2808,gcvA,919
371684,b4443,gcvB,206
371685,b2809,ygdI,229
371686,b2810,csdA,1207
371687,b2811,ygdK,445
376397,b3078,ygjI,1435
376398,b3079,ygjJ,1072
376399,b3080,ygjK,2353
376400,b3081,fadH,2020
376401,b3082,ygjM,418
376402,b3083,ygjN,316
376403,b3084,ygjO,1138
376404,b3085,ygjP,505
376405,b3086,ygjQ,694
376406,b3087,ygjR,1006
376407,b4448,sraF,189
376408,b3088,alx,967
376409,b3089,sstT,1246
376410,b3090,ygjV,553
381386,b3665,ade,1768
381387,b3664,yicO,1336
381388,b3663,yicN,454
381389,b3662,yicM,1357
381390,b4555,yicS,295
381391,b3661,nlpA,820
381392,b3660,yicL,925
381393,b3659,setC,1186
386057,b3446,yrhB,286
386058,b3445,insB,505
386059,b3444,insA,277
386060,b3443,yrhA,415
386061,b3442,yhhZ,1180
386062,b3441,yhhY,490
386063,b4451,ryhB,95
386064,b3440,yhhX,1039
386065,b3439,yhhW,697
390563,b3383,yhfZ,907
390564,b3382,yhfY,364
390565,b3381,yhfX,1165
390566,b3380,yhfW,1228
390567,b3379,php,880
390568,b3378,yhfU,355
390569,b3377,yhfT,1306
390570,b3376,yhfS,1087
390571,b3375,frlR,733
390572,b3374,frlD,787
390573,b4474,frlC,832
390574,b3371,frlB,1024
390575,b3370,frlA,1339
390576,b3369,yhfL,169
